time,theta,theta_dot,gamma,sign,u,duty
394.7069,-1.463,206.8125,0.0119,-1,-0.02,2037
394.7149,-1.4251,224.5,0.0119,-1,-0.02,2037
394.7255,-1.3845,239.9375,0.0119,-1,-0.02,2037
394.7371,-1.3412,256.375,0.0119,-1,-0.02,2037
394.7441,-1.2953,272.0625,0.0119,-1,-0.02,2037
394.7535,-1.2456,294.0,0.0119,-1,-0.02,2037
394.7609,-1.2456,311.75,0.0119,-1,-0.02,2037
394.7719,-1.1375,328.25,0.0119,-1,-0.02,2037
394.7831,-1.0791,346.0,0.0119,-1,-0.02,2037
394.7903,-1.0791,346.0,0.0119,-1,-0.02,2037
394.7995,-1.0178,362.8125,0.0119,-1,-0.02,2037
394.8077,-0.9539,379.1875,0.0119,-1,-0.02,2037
394.8179,-0.8876,393.0625,0.0119,-1,-0.02,2037
394.8292,-0.8187,407.5625,0.0119,-1,-0.02,2037
394.8366,-0.7477,421.5625,0.0119,-1,-0.02,2037
394.8456,-0.6745,434.0,0.0119,-1,-0.02,2037
394.8533,-0.6745,445.375,0.0119,-1,-0.02,2037
394.8644,-0.5226,454.8125,0.0119,-1,-0.02,2037
394.8755,-0.4443,464.125,0.0119,-1,-0.02,2037
394.8831,-0.4443,464.125,0.0119,-1,-0.02,2037
394.8941,-0.3648,477.875,0.0119,-1,-0.02,2037
394.9011,-0.2841,477.875,0.0119,-1,-0.02,2037
394.911,-0.2026,483.0625,0.0119,-1,-0.02,2037
394.9189,-0.1206,486.0625,0.0119,-1,-0.02,2037
394.9299,-0.0384,487.3125,0.0119,-1,-0.02,2037
394.941,0.0439,487.1875,0.0119,1,4.69,4095
394.9478,0.1259,485.75,0.0119,1,4.69,4095
394.9583,0.2074,482.5625,0.0119,1,4.69,4095
394.9645,0.2074,477.875,0.0119,1,4.69,4095
394.9745,0.288,471.625,0.0119,1,4.69,4095
394.9821,0.3677,471.625,0.0119,1,4.69,4095
394.9931,0.4459,463.625,0.0119,1,4.69,4095
394.9988,0.5229,455.125,0.0119,1,4.69,4095
395.0098,0.5981,445.0,0.0119,1,4.69,4095
395.0209,0.6713,433.25,0.0119,1,4.69,4095
395.0285,0.7424,420.5,0.0119,1,4.69,4095
395.0375,0.7424,420.5,0.0119,1,4.69,4095
395.0452,0.811,406.3125,0.0119,1,4.69,4095
395.0563,0.8773,391.75,0.0119,1,4.69,4095
395.0642,0.9409,376.1875,0.0119,1,4.69,4095
395.0743,1.0018,360.0625,0.0119,1,4.69,4095
395.0822,1.0597,343.375,0.0119,1,4.69,4095
395.0933,1.1149,326.0,0.0119,1,4.69,4095
395.1044,1.1671,308.25,0.0119,1,4.69,4095
395.1141,1.2159,289.6875,0.0119,1,4.69,4095
395.1246,1.2619,271.25,0.0119,1,4.69,4095
395.1335,1.3045,252.3125,0.0119,1,4.69,4095
395.1425,1.344,233.1875,0.0119,1,4.69,4095
395.1501,1.344,233.1875,0.0119,1,4.69,4095
395.1612,1.3802,194.75,0.0119,1,4.69,4095
395.1678,1.413,194.75,0.0119,1,4.69,4095
395.178,1.4427,175.3125,0.0119,1,4.69,4095
395.1859,1.469,155.625,0.0119,1,4.69,4095
395.1969,1.492,135.6875,0.0119,1,4.69,4095
395.208,1.5116,116.25,0.0119,1,4.69,4095
395.2178,1.528,96.5,0.0119,1,4.69,4095
395.2291,1.5409,76.75,0.0119,1,4.69,4095
395.2385,1.5505,57.0625,0.0119,1,4.69,4095
395.2475,1.5568,36.875,0.0119,1,4.69,4095
395.2551,1.5596,16.9375,0.0119,1,4.69,4095
395.2663,1.559,-3.4375,0.0119,-1,-0.02,2037
395.2726,1.559,-23.3125,0.0119,-1,-0.02,2037
395.2825,1.5552,-43.0625,0.0119,-1,-0.02,2037
395.2898,1.5479,-43.0625,0.0119,-1,-0.02,2037
395.3008,1.5371,-63.125,0.0119,-1,-0.02,2037
395.312,1.5231,-83.25,0.0119,-1,-0.02,2037
395.3214,1.5057,-102.9375,0.0119,-1,-0.02,2037
395.3326,1.4849,-122.625,0.0119,-1,-0.02,2037
395.3412,1.461,-142.375,0.0119,-1,-0.02,2037
395.3523,1.4335,-161.875,0.0119,-1,-0.02,2037
395.3634,1.403,-180.625,0.0119,-1,-0.02,2037
395.373,1.3692,-200.3125,0.0119,-1,-0.02,2037
395.3843,1.3323,-218.0625,0.0119,-1,-0.02,2037
395.3928,1.2919,-238.5625,0.0119,-1,-0.02,2037
395.4038,1.2489,-254.6875,0.0119,-1,-0.02,2037
395.415,1.2028,-272.125,0.0119,-1,-0.02,2037
395.4247,1.1539,-289.3125,0.0119,-1,-0.02,2037
395.436,1.1018,-308.0625,0.0119,-1,-0.02,2037
395.4446,1.0469,-324.875,0.0119,-1,-0.02,2037
395.4556,0.989,-342.3125,0.0119,-1,-0.02,2037
395.4614,0.9284,-358.4375,0.0119,-1,-0.02,2037
395.4724,0.8652,-373.875,0.0119,-1,-0.02,2037
395.4835,0.7996,-388.5625,0.0119,-1,-0.02,2037
395.4916,0.7315,-402.5,0.0119,-1,-0.02,2037
395.5026,0.6613,-415.25,0.0119,-1,-0.02,2037
395.5083,0.6613,-415.25,0.0119,-1,-0.02,2037
395.5194,0.5891,-437.5,0.0119,-1,-0.02,2037
395.5295,0.5151,-447.0,0.0119,-1,-0.02,2037
395.5376,0.4396,-447.0,0.0119,-1,-0.02,2037
395.5491,0.3628,-454.75,0.0119,-1,-0.02,2037
395.5549,0.2848,-461.75,0.0119,-1,-0.02,2037
395.5659,0.206,-467.25,0.0119,-1,-0.02,2037
395.5767,0.1264,-471.3125,0.0119,-1,-0.02,2037
395.5861,0.0465,-473.5625,0.0119,-1,-0.02,2037
395.5955,-0.0336,-474.4375,0.0119,1,4.69,4095
395.6028,-0.0336,-474.0,0.0119,1,4.69,4095
395.6139,-0.1933,-471.5625,0.0119,1,4.69,4095
395.625,-0.2722,-467.875,0.0119,1,4.69,4095
395.6324,-0.2722,-462.5625,0.0119,1,4.69,4095
395.6413,-0.3501,-462.5625,0.0119,1,4.69,4095
395.6499,-0.4271,-456.4375,0.0119,1,4.69,4095
395.6608,-0.5028,-448.625,0.0119,1,4.69,4095
395.6666,-0.5769,-438.9375,0.0119,1,4.69,4095
395.6776,-0.6492,-428.4375,0.0119,1,4.69,4095
395.6888,-0.7174,-404.4375,0.0119,1,4.69,4095
395.6972,-0.7833,-390.75,0.0119,1,4.69,4095
395.7064,-0.8468,-376.1875,0.0119,1,4.69,4095
395.714,-0.8468,-376.1875,0.0119,1,4.69,4095
395.725,-0.9076,-344.9375,0.0119,1,4.69,4095
395.7314,-0.9659,-344.9375,0.0119,1,4.69,4095
395.7423,-1.0214,-328.25,0.0119,1,4.69,4095
395.7536,-1.0739,-311.25,0.0119,1,4.69,4095
395.7605,-1.1234,-293.5,0.0119,1,4.69,4095
395.77,-1.17,-275.8125,0.0119,1,4.69,4095
395.7773,-1.17,-257.6875,0.0119,1,4.69,4095
395.7883,-1.2539,-239.125,0.0119,1,4.69,4095
395.7994,-1.2911,-220.375,0.0119,1,4.69,4095
395.8069,-1.2911,-220.375,0.0119,1,4.69,4095
395.8157,-1.3252,-201.6875,0.0119,1,4.69,4095
395.8236,-1.356,-182.8125,0.0119,1,4.69,4095
395.8335,-1.3837,-164.0,0.0119,1,4.69,4095
395.8416,-1.4083,-144.875,0.0119,1,4.69,4095
395.8527,-1.4295,-125.625,0.0119,1,4.69,4095
395.8638,-1.4475,-106.375,0.0119,1,4.69,4095
395.871,-1.4622,-87.1875,0.0119,1,4.69,4095
395.8801,-1.4737,-67.8125,0.0119,1,4.69,4095
395.8878,-1.4737,-67.8125,0.0119,1,4.69,4095
395.8988,-1.4819,-29.1875,0.0119,1,4.69,4095
395.9062,-1.4869,-29.1875,0.0119,1,4.69,4095
395.9172,-1.4885,-9.75,0.0119,1,4.69,4095
395.9283,-1.4869,9.6875,0.0119,-1,-0.02,2037
395.9378,-1.4821,29.0,0.0119,-1,-0.02,2037
395.9491,-1.4738,48.375,0.0119,-1,-0.02,2037
395.9581,-1.4623,67.875,0.0119,-1,-0.02,2037
395.9688,-1.4475,87.3125,0.0119,-1,-0.02,2037
395.9749,-1.4295,106.25,0.0119,-1,-0.02,2037
395.9859,-1.4084,125.1875,0.0119,-1,-0.02,2037
395.997,-1.3841,144.375,0.0119,-1,-0.02,2037
396.0059,-1.3563,163.4375,0.0119,-1,-0.02,2037
396.0151,-1.3257,182.125,0.0119,-1,-0.02,2037
396.0226,-1.3257,200.5,0.0119,-1,-0.02,2037
396.0337,-1.2917,219.25,0.0119,-1,-0.02,2037
396.0432,-1.2547,238.1875,0.0119,-1,-0.02,2037
396.0516,-1.2145,238.1875,0.0119,-1,-0.02,2037
396.0627,-1.1711,256.3125,0.0119,-1,-0.02,2037
396.0691,-1.1249,274.0625,0.0119,-1,-0.02,2037
396.0801,-1.0758,291.0625,0.0119,-1,-0.02,2037
396.0914,-1.0237,308.1875,0.0119,-1,-0.02,2037
396.1013,-0.9688,324.8125,0.0119,-1,-0.02,2037
396.1125,-0.9114,340.8125,0.0119,-1,-0.02,2037
396.1191,-0.8513,356.375,0.0119,-1,-0.02,2037
396.1301,-0.7885,371.125,0.0119,-1,-0.02,2037
396.1369,-0.7235,385.5625,0.0119,-1,-0.02,2037
396.148,-0.6564,398.4375,0.0119,-1,-0.02,2037
396.1591,-0.5872,410.0,0.0119,-1,-0.02,2037
396.1658,-0.5872,410.0,0.0119,-1,-0.02,2037
396.1768,-0.516,431.875,0.0119,-1,-0.02,2037
396.1827,-0.4432,431.875,0.0119,-1,-0.02,2037
396.1935,-0.3689,440.5625,0.0119,-1,-0.02,2037
396.2047,-0.2932,448.4375,0.0119,-1,-0.02,2037
396.214,-0.2166,454.25,0.0119,-1,-0.02,2037
396.2235,-0.1392,458.875,0.0119,-1,-0.02,2037
396.2307,-0.0612,462.375,0.0119,-1,-0.02,2037
396.2418,0.0173,464.25,0.0119,1,4.69,4095
396.2529,0.0956,464.25,0.0119,1,4.69,4095
396.2608,0.1737,462.9375,0.0119,1,4.69,4095
396.2696,0.1737,460.625,0.0119,1,4.69,4095
396.2773,0.2515,460.625,0.0119,1,4.69,4095
396.2885,0.3285,450.6875,0.0119,1,4.69,4095
396.2964,0.4046,450.6875,0.0119,1,4.69,4095
396.3063,0.4797,443.9375,0.0119,1,4.69,4095
396.3144,0.5533,435.5,0.0119,1,4.69,4095
396.3254,0.6252,425.6875,0.0119,1,4.69,4095
396.3311,0.6252,414.875,0.0119,1,4.69,4095
396.3422,0.7634,402.8125,0.0119,1,4.69,4095
396.3533,0.8293,389.5,0.0119,1,4.69,4095
396.3606,0.8293,375.875,0.0119,1,4.69,4095
396.3712,0.8928,375.875,0.0119,1,4.69,4095
396.378,0.9539,360.9375,0.0119,1,4.69,4095
396.3885,1.0123,345.625,0.0119,1,4.69,4095
396.3971,1.068,329.3125,0.0119,1,4.69,4095
396.407,1.1208,312.75,0.0119,1,4.69,4095
396.4138,1.1208,295.1875,0.0119,1,4.69,4095
396.4248,1.1707,277.25,0.0119,1,4.69,4095
396.4306,1.2176,277.25,0.0119,1,4.69,4095
396.4416,1.2613,258.9375,0.0119,1,4.69,4095
396.4527,1.302,222.4375,0.0119,1,4.69,4095
396.4615,1.3397,222.4375,0.0119,1,4.69,4095
396.4728,1.3741,203.4375,0.0119,1,4.69,4095
396.4794,1.4053,184.6875,0.0119,1,4.69,4095
396.4901,1.4333,165.25,0.0119,1,4.69,4095
396.498,1.4579,145.6875,0.0119,1,4.69,4095
396.509,1.4793,126.1875,0.0119,1,4.69,4095
396.5147,1.4793,106.8125,0.0119,1,4.69,4095
396.5258,1.4973,106.8125,0.0119,1,4.69,4095
396.5369,1.5121,67.4375,0.0119,1,4.69,4095
396.545,1.5234,47.5,0.0119,1,4.69,4095
396.5556,1.5314,28.125,0.0119,1,4.69,4095
396.5644,1.5361,28.125,0.0119,1,4.69,4095
396.5759,1.5376,8.1875,0.0119,1,4.69,4095
396.5828,1.5356,-11.5625,0.0119,-1,-0.02,2037
396.5919,1.5303,-31.5,0.0119,-1,-0.02,2037
396.5995,1.5216,-51.3125,0.0119,-1,-0.02,2037
396.6106,1.5096,-71.0,0.0119,-1,-0.02,2037
396.6163,1.5096,-71.0,0.0119,-1,-0.02,2037
396.6274,1.4944,-90.5625,0.0119,-1,-0.02,2037
396.6385,1.4757,-110.1875,0.0119,-1,-0.02,2037
396.646,1.4537,-129.5625,0.0119,-1,-0.02,2037
396.6573,1.4286,-148.8125,0.0119,-1,-0.02,2037
396.6653,1.4001,-168.1875,0.0119,-1,-0.02,2037
396.6758,1.3686,-187.1875,0.0119,-1,-0.02,2037
396.6874,1.3336,-205.9375,0.0119,-1,-0.02,2037
396.6946,1.2957,-224.375,0.0119,-1,-0.02,2037
396.7039,1.2548,-242.5625,0.0119,-1,-0.02,2037
396.7113,1.2548,-260.5625,0.0119,-1,-0.02,2037
396.7224,1.1637,-278.0625,0.0119,-1,-0.02,2037
396.7335,1.1138,-295.0625,0.0119,-1,-0.02,2037
396.7409,1.1138,-295.0625,0.0119,-1,-0.02,2037
396.7499,1.0611,-311.9375,0.0119,-1,-0.02,2037
396.7582,1.0055,-328.0,0.0119,-1,-0.02,2037
396.7684,0.9475,-343.4375,0.0119,-1,-0.02,2037
396.7796,0.8869,-358.25,0.0119,-1,-0.02,2037
396.7871,0.824,-372.5,0.0119,-1,-0.02,2037
396.7961,0.7587,-385.625,0.0119,-1,-0.02,2037
396.8038,0.7587,-397.4375,0.0119,-1,-0.02,2037
396.8149,0.6225,-408.6875,0.0119,-1,-0.02,2037
396.8206,0.6225,-408.6875,0.0119,-1,-0.02,2037
396.8317,0.5518,-418.4375,0.0119,-1,-0.02,2037
396.8428,0.4796,-427.25,0.0119,-1,-0.02,2037
396.8495,0.4061,-434.9375,0.0119,-1,-0.02,2037
396.8593,0.3317,-440.875,0.0119,-1,-0.02,2037
396.8663,0.2563,-446.25,0.0119,-1,-0.02,2037
396.8773,0.1804,-449.6875,0.0119,-1,-0.02,2037
396.8884,0.1041,-451.75,0.0119,-1,-0.02,2037
396.8953,0.1041,-451.75,0.0119,-1,-0.02,2037
396.9048,0.0277,-451.75,0.0119,-1,-0.02,2037
396.9121,-0.0485,-451.75,0.0119,1,4.69,4095
396.9228,-0.1245,-449.75,0.0119,1,4.69,4095
396.934,-0.1998,-446.125,0.0119,1,4.69,4095
396.9412,-0.2741,-440.9375,0.0119,1,4.69,4095
396.9503,-0.3476,-434.9375,0.0119,1,4.69,4095
396.9579,-0.3476,-426.8125,0.0119,1,4.69,4095
396.969,-0.49,-417.625,0.0119,1,4.69,4095
396.9747,-0.49,-417.625,0.0119,1,4.69,4095
396.9857,-0.5586,-407.25,0.0119,1,4.69,4095
396.9969,-0.6255,-396.1875,0.0119,1,4.69,4095
397.0038,-0.6902,-383.75,0.0119,1,4.69,4095
397.015,-0.7527,-370.4375,0.0119,1,4.69,4095
397.0234,-0.8129,-356.5,0.0119,1,4.69,4095
397.0338,-0.8705,-341.5625,0.0119,1,4.69,4095
397.0456,-0.9255,-325.75,0.0119,1,4.69,4095
397.0531,-0.9778,-309.875,0.0119,1,4.69,4095
397.0619,-1.0274,-293.25,0.0119,1,4.69,4095
397.0698,-1.0274,-275.875,0.0119,1,4.69,4095
397.0808,-1.0739,-258.3125,0.0119,1,4.69,4095
397.0875,-1.1175,-258.3125,0.0119,1,4.69,4095
397.0985,-1.1581,-240.6875,0.0119,1,4.69,4095
397.1096,-1.1958,-222.5,0.0119,1,4.69,4095
397.1187,-1.2303,-204.3125,0.0119,1,4.69,4095
397.13,-1.2616,-185.8125,0.0119,1,4.69,4095
397.1384,-1.29,-167.3125,0.0119,1,4.69,4095
397.1494,-1.315,-148.25,0.0119,1,4.69,4095
397.1551,-1.3368,-129.25,0.0119,1,4.69,4095
397.1662,-1.3556,-110.4375,0.0119,1,4.69,4095
397.1773,-1.371,-91.4375,0.0119,1,4.69,4095
397.1853,-1.3832,-72.1875,0.0119,1,4.69,4095
397.1946,-1.3922,-53.25,0.0119,1,4.69,4095
397.2021,-1.3922,-53.25,0.0119,1,4.69,4095
397.2131,-1.3978,-14.5625,0.0119,1,4.69,4095
397.22,-1.4003,-14.5625,0.0119,1,4.69,4095
397.2307,-1.3994,4.625,0.0119,-1,-0.02,2037
397.2419,-1.3954,23.9375,0.0119,-1,-0.02,2037
397.2493,-1.3882,43.1875,0.0119,-1,-0.02,2037
397.2583,-1.3776,62.25,0.0119,-1,-0.02,2037
397.266,-1.3776,81.4375,0.0119,-1,-0.02,2037
397.277,-1.347,100.5,0.0119,-1,-0.02,2037
397.2828,-1.347,100.5,0.0119,-1,-0.02,2037
397.2939,-1.3268,119.5,0.0119,-1,-0.02,2037
397.305,-1.3001,157.3125,0.0119,-1,-0.02,2037
397.3118,-1.2735,157.3125,0.0119,-1,-0.02,2037
397.3231,-1.2437,175.9375,0.0119,-1,-0.02,2037
397.3312,-1.2079,212.9375,0.0119,-1,-0.02,2037
397.3422,-1.1688,230.5625,0.0119,-1,-0.02,2037
397.3533,-1.127,248.5,0.0119,-1,-0.02,2037
397.3604,-1.0821,265.6875,0.0119,-1,-0.02,2037
397.3698,-1.0344,282.3125,0.0119,-1,-0.02,2037
397.377,-1.0344,298.8125,0.0119,-1,-0.02,2037
397.3881,-0.984,314.9375,0.0119,-1,-0.02,2037
397.3983,-0.9308,314.9375,0.0119,-1,-0.02,2037
397.4056,-0.8751,330.5,0.0119,-1,-0.02,2037
397.4149,-0.8168,345.5,0.0119,-1,-0.02,2037
397.4233,-0.7561,359.1875,0.0119,-1,-0.02,2037
397.4344,-0.6934,372.3125,0.0119,-1,-0.02,2037
397.4448,-0.6284,384.9375,0.0119,-1,-0.02,2037
397.4521,-0.5615,396.25,0.0119,-1,-0.02,2037
397.4612,-0.4931,406.4375,0.0119,-1,-0.02,2037
397.4689,-0.4931,406.4375,0.0119,-1,-0.02,2037
397.4799,-0.423,423.5625,0.0119,-1,-0.02,2037
397.4903,-0.3514,429.9375,0.0119,-1,-0.02,2037
397.4993,-0.2789,429.9375,0.0119,-1,-0.02,2037
397.5082,-0.2054,435.4375,0.0119,-1,-0.02,2037
397.516,-0.1313,439.5625,0.0119,-1,-0.02,2037
397.5271,-0.0567,442.125,0.0119,-1,-0.02,2037
397.5346,0.0182,443.5,0.0119,1,4.69,4095
397.5456,0.0931,443.5,0.0119,1,4.69,4095
397.5567,0.1677,441.75,0.0119,1,4.69,4095
397.5639,0.1677,438.0625,0.0119,1,4.69,4095
397.5728,0.2417,433.4375,0.0119,1,4.69,4095
397.5806,0.3148,433.4375,0.0119,1,4.69,4095
397.5919,0.3871,427.75,0.0119,1,4.69,4095
397.6002,0.4582,420.875,0.0119,1,4.69,4095
397.6112,0.5278,412.25,0.0119,1,4.69,4095
397.6169,0.5959,402.8125,0.0119,1,4.69,4095
397.628,0.6622,391.75,0.0119,1,4.69,4095
397.6391,0.7263,379.5625,0.0119,1,4.69,4095
397.6472,0.7884,367.125,0.0119,1,4.69,4095
397.6583,0.8481,353.4375,0.0119,1,4.69,4095
397.6654,0.8481,353.4375,0.0119,1,4.69,4095
397.6745,0.9054,323.375,0.0119,1,4.69,4095
397.6827,0.96,323.375,0.0119,1,4.69,4095
397.6939,1.0121,307.5,0.0119,1,4.69,4095
397.7025,1.0613,291.0625,0.0119,1,4.69,4095
397.7135,1.1076,273.9375,0.0119,1,4.69,4095
397.7192,1.1509,256.375,0.0119,1,4.69,4095
397.7302,1.1914,238.6875,0.0119,1,4.69,4095
397.7414,1.2286,220.4375,0.0119,1,4.69,4095
397.7491,1.2629,202.375,0.0119,1,4.69,4095
397.7577,1.2629,202.375,0.0119,1,4.69,4095
397.7654,1.2938,183.6875,0.0119,1,4.69,4095
397.7768,1.3218,165.0,0.0119,1,4.69,4095
397.7852,1.3466,146.1875,0.0119,1,4.69,4095
397.7951,1.368,126.8125,0.0119,1,4.69,4095
397.8034,1.3862,107.4375,0.0119,1,4.69,4095
397.8145,1.4011,88.1875,0.0119,1,4.69,4095
397.8202,1.4011,68.75,0.0119,1,4.69,4095
397.8312,1.4211,49.1875,0.0119,1,4.69,4095
397.8369,1.4211,49.1875,0.0119,1,4.69,4095
397.848,1.426,29.75,0.0119,1,4.69,4095
397.8593,1.4279,10.125,0.0119,1,4.69,4095
397.8666,1.4261,-9.5,0.0119,-1,-0.02,2037
397.8753,1.4213,-0.02,2037
397.9413,1.3231,-144.8125,0.0119,-1,-0.02,2037
397.9494,1.2954,-163.75,0.0119,-1,-0.02,2037
397.9595,1.2646,-182.0625,0.0119,-1,-0.02,2037
397.9716,1.2308,-200.4375,0.0119,-1,-0.02,2037
397.9791,1.1937,-218.625,0.0119,-1,-0.02,2037
397.9904,1.1537,-236.4375,0.0119,-1,-0.02,2037
397.9993,1.1108,-254.0,0.0119,-1,-0.02,2037
398.0092,1.065,-271.25,0.0119,-1,-0.02,2037
398.016,1.065,-287.5,0.0119,-1,-0.02,2037
398.0271,0.965,-303.375,0.0119,-1,-0.02,2037
398.0382,0.9112,-318.5,0.0119,-1,-0.02,2037
398.0449,0.9112,-333.5,0.0119,-1,-0.02,2037
398.0546,0.8547,-347.75,0.0119,-1,-0.02,2037
398.062,0.796,-347.75,0.0119,-1,-0.02,2037
398.0731,0.735,-361.0,0.0119,-1,-0.02,2037
398.0842,0.6719,-373.1875,0.0119,-1,-0.02,2037
398.0932,0.607,-384.25,0.0119,-1,-0.02,2037
398.1045,0.5403,-394.375,0.0119,-1,-0.02,2037
398.1129,0.472,-403.6875,0.0119,-1,-0.02,2037
398.1239,0.4025,-411.625,0.0119,-1,-0.02,2037
398.135,0.3318,-418.6875,0.0119,-1,-0.02,2037
398.1444,0.2602,-424.375,0.0119,-1,-0.02,2037
398.1557,0.1878,-428.0,0.0119,-1,-0.02,2037
398.1643,0.1151,-430.6875,0.0119,-1,-0.02,2037
398.1754,0.0421,-432.8125,0.0119,-1,-0.02,2037
398.1865,-0.031,-432.9375,0.0119,1,4.69,4095
398.1962,-0.1038,-431.375,0.0119,1,4.69,4095
398.2074,-0.1761,-428.5,0.0119,1,4.69,4095
398.2162,-0.2477,-424.3125,0.0119,1,4.69,4095
398.2272,-0.3184,-418.9375,0.0119,1,4.69,4095
398.2329,-0.388,-412.3125,0.0119,1,4.69,4095
398.244,-0.4562,-404.125,0.0119,1,4.69,4095
398.2551,-0.5228,-395.0625,0.0119,1,4.69,4095
398.2629,-0.5879,-385.25,0.0119,1,4.69,4095
398.2722,-0.5879,-374.0625,0.0119,1,4.69,4095
398.2796,-0.651,-374.0625,0.0119,1,4.69,4095
398.2907,-0.712,-348.375,0.0119,1,4.69,4095
398.3011,-0.7708,-334.4375,0.0119,1,4.69,4095
398.31,-0.8272,-334.4375,0.0119,1,4.69,4095
398.3213,-0.8812,-319.625,0.0119,1,4.69,4095
398.328,-0.9324,-304.25,0.0119,1,4.69,4095
398.3389,-0.9811,-288.375,0.0119,1,4.69,4095
398.3472,-1.027,-272.0625,0.0119,1,4.69,4095
398.3582,-1.0701,-255.1875,0.0119,1,4.69,4095
398.3684,-1.1104,-238.125,0.0119,1,4.69,4095
398.3758,-1.1475,-220.4375,0.0119,1,4.69,4095
398.3848,-1.1475,-202.875,0.0119,1,4.69,4095
398.3925,-1.1818,-202.875,0.0119,1,4.69,4095
398.4036,-1.213,-166.1875,0.0119,1,4.69,4095
398.4107,-1.2411,-166.1875,0.0119,1,4.69,4095
398.4215,-1.266,-147.6875,0.0119,1,4.69,4095
398.4329,-1.2879,-129.125,0.0119,1,4.69,4095
398.4399,-1.3065,-110.5625,0.0119,1,4.69,4095
398.4492,-1.322,-91.8125,0.0119,1,4.69,4095
398.4567,-1.322,-72.875,0.0119,1,4.69,4095
398.4677,-1.3435,-54.0,0.0119,1,4.69,4095
398.4735,-1.3435,-54.0,0.0119,1,4.69,4095
398.4846,-1.3495,-35.0625,0.0119,1,4.69,4095
398.4957,-1.3521,2.9375,0.0119,-1,-0.02,2037
398.5046,-1.3516,2.9375,0.0119,-1,-0.02,2037
398.516,-1.3478,22.0625,0.0119,-1,-0.02,2037
398.5247,-1.3411,40.875,0.0119,-1,-0.02,2037
398.5357,-1.3309,59.875,0.0119,-1,-0.02,2037
398.5414,-1.3176,78.875,0.0119,-1,-0.02,2037
398.5525,-1.301,97.625,0.0119,-1,-0.02,2037
398.5636,-1.2813,116.5625,0.0119,-1,-0.02,2037
398.5722,-1.2586,135.125,0.0119,-1,-0.02,2037
398.5815,-1.2326,153.5,0.0119,-1,-0.02,2037
398.5889,-1.2326,153.5,0.0119,-1,-0.02,2037
398.6,-1.2035,189.625,0.0119,-1,-0.02,2037
398.6097,-1.1715,207.625,0.0119,-1,-0.02,2037
398.6182,-1.1365,207.625,0.0119,-1,-0.02,2037
398.6295,-1.0985,225.0625,0.0119,-1,-0.02,2037
398.6358,-1.0576,242.25,0.0119,-1,-0.02,2037
398.6468,-1.0138,259.1875,0.0119,-1,-0.02,2037
398.6581,-0.9674,275.625,0.0119,-1,-0.02,2037
398.6679,-0.9181,291.3125,0.0119,-1,-0.02,2037
398.6792,-0.8664,306.625,0.0119,-1,-0.02,2037
398.6857,-0.812,321.625,0.0119,-1,-0.02,2037
398.6967,-0.7554,335.5625,0.0119,-1,-0.02,2037
398.7031,-0.7554,348.875,0.0119,-1,-0.02,2037
398.7141,-0.6358,361.0,0.0119,-1,-0.02,2037
398.7252,-0.5729,372.4375,0.0119,-1,-0.02,2037
398.7318,-0.5729,372.4375,0.0119,-1,-0.02,2037
398.7428,-0.5082,383.3125,0.0119,-1,-0.02,2037
398.7486,-0.442,392.375,0.0119,-1,-0.02,2037
398.7596,-0.3744,400.8125,0.0119,-1,-0.02,2037
398.7709,-0.3056,407.9375,0.0119,-1,-0.02,2037
398.7801,-0.2357,413.8125,0.0119,-1,-0.02,2037
398.791,-0.1651,418.5625,0.0119,-1,-0.02,2037
398.7969,-0.094,421.8125,0.0119,-1,-0.02,2037
398.8079,-0.0225,423.625,0.0119,-1,-0.02,2037
398.819,0.0492,424.3125,0.0119,1,4.69,4095
398.826,0.0492,423.875,0.0119,1,4.69,4095
398.8352,0.1208,423.875,0.0119,1,4.69,4095
398.8427,0.192,421.625,0.0119,1,4.69,4095
398.8538,0.2625,417.75,0.0119,1,4.69,4095
398.8621,0.3322,412.625,0.0119,1,4.69,4095
398.8724,0.4009,407.0,0.0119,1,4.69,4095
398.8801,0.4685,399.625,0.0119,1,4.69,4095
398.8911,0.5345,390.9375,0.0119,1,4.69,4095
398.9023,0.5989,380.75,0.0119,1,4.69,4095
398.911,0.6614,370.0625,0.0119,1,4.69,4095
398.9197,0.722,358.375,0.0119,1,4.69,4095
398.9275,0.722,345.4375,0.0119,1,4.69,4095
398.9388,0.7804,317.375,0.0119,1,4.69,4095
398.9453,0.8342,317.375,0.0119,1,4.69,4095
398.9562,0.8878,317.375,0.0119,1,4.69,4095
398.9644,0.9389,302.5,0.0119,1,4.69,4095
398.9748,0.9846,270.3125,0.0119,1,4.69,4095
398.9823,1.0275,253.5625,0.0119,1,4.69,4095
398.9933,1.0675,236.5,0.0119,1,4.69,4095
399.0045,1.1045,218.75,0.0119,1,4.69,4095
399.0125,1.1385,201.1875,0.0119,1,4.69,4095
399.0213,1.1385,183.125,0.0119,1,4.69,4095
399.0292,1.1695,183.125,0.0119,1,4.69,4095
399.0403,1.1973,164.5,0.0119,1,4.69,4095
399.0466,1.222,146.125,0.0119,1,4.69,4095
399.0576,1.2435,127.5625,0.0119,1,4.69,4095
399.0657,1.2619,108.5,0.0119,1,4.69,4095
399.0767,1.2771,89.375,0.0119,1,4.69,4095
399.0831,1.2771,70.375,0.0119,1,4.69,4095
399.0941,1.2976,51.3125,0.0119,1,4.69,4095
